"age","gender","review","education","purchased"
32,"Male","Average","Bachelor's",0
24,"Female","Good","Bachelor's",1
68,"Female","Average","Master's",0
58,"Female","Excellent","High School",0
22,"Other","Terrible","Master's",0
23,"Female","Poor","Diploma",1
60,"Male","Good","Bachelor's",0
35,"Male","Poor","High School",1
45,"Female","Good","Bachelor's",1
34,"Other","Poor","Master's",1
64,"Other","Good","High School",0
28,"Female","Good","Master's",1
52,"Female","Poor","Master's",1
28,"Male","Terrible","PhD",0
56,"Female","Good","Bachelor's",1
35,"Male","Poor","High School",0
44,"Female","Good","Diploma",1
48,"Female","Average","High School",0
57,"Male","Terrible","PhD",0
64,"Other","Terrible","Master's",1
55,"Other","Poor","PhD",0
62,"Male","Terrible","High School",1
61,"Other","Poor","PhD",0
23,"Male","Good","Master's",1
43,"Male","Excellent","Master's",1
24,"Female","Terrible","PhD",0
40,"Other","Terrible","Diploma",0
21,"Female","Excellent","High School",1
63,"Male","Average","PhD",0
50,"Male","Terrible","PhD",1
19,"Female","Poor","Master's",0
46,"Female","Poor","Bachelor's",0
69,"Female","Good","PhD",1
29,"Male","Average","High School",1
63,"Female","Average","Bachelor's",0
37,"Female","Good","Bachelor's",1
35,"Other","Good","PhD",0
26,"Other","Terrible","Diploma",0
70,"Male","Good","Bachelor's",1
51,"Other","Good","PhD",0
46,"Female","Poor","Diploma",1
69,"Male","Poor","High School",0
68,"Male","Good","High School",1
37,"Male","Average","PhD",0
20,"Other","Poor","PhD",0
33,"Male","Average","PhD",1
56,"Male","Excellent","Diploma",1
43,"Other","Good","High School",1
65,"Female","Terrible","Bachelor's",1
25,"Female","Terrible","Bachelor's",0
49,"Female","Excellent","High School",1
67,"Female","Terrible","Master's",1
20,"Male","Poor","Master's",1
23,"Male","Good","Diploma",1
69,"Male","Average","Master's",0
24,"Male","Excellent","Bachelor's",1
34,"Female","Good","High School",0
64,"Female","Average","PhD",1
57,"Male","Terrible","Bachelor's",0
62,"Male","Terrible","Diploma",1
69,"Male","Good","Master's",0
22,"Male","Poor","PhD",1
67,"Male","Average","Master's",0
46,"Female","Excellent","Diploma",1
62,"Female","Good","PhD",0
25,"Female","Good","PhD",1
37,"Male","Good","High School",1
66,"Female","Good","PhD",0
36,"Male","Good","Diploma",1
37,"Male","Poor","PhD",1
18,"Female","Poor","PhD",0
56,"Female","Excellent","PhD",1
45,"Male","Terrible","Diploma",1
56,"Male","Good","High School",0
69,"Female","Poor","High School",0
38,"Other","Poor","Bachelor's",1
46,"Female","Average","High School",0
38,"Male","Poor","PhD",1
31,"Other","Poor","Master's",1
69,"Other","Average","PhD",1
24,"Female","Good","PhD",1
53,"Other","Terrible","Master's",1
27,"Female","Excellent","Master's",1
47,"Male","Excellent","Diploma",1
48,"Male","Good","Bachelor's",1
25,"Female","Average","PhD",1
47,"Other","Average","Bachelor's",0
19,"Female","Good","PhD",1
54,"Female","Good","Diploma",0
30,"Female","Terrible","Diploma",0
59,"Female","Terrible","Diploma",0
46,"Female","Excellent","Bachelor's",1
59,"Male","Good","Diploma",1
29,"Female","Excellent","Master's",0
58,"Female","Poor","Master's",0
47,"Female","Good","Master's",0
55,"Female","Excellent","Bachelor's",0
19,"Female","Good","Master's",1
57,"Other","Terrible","Diploma",1
18,"Female","Good","PhD",1
18,"Male","Average","Master's",1
62,"Male","Terrible","High School",1
27,"Other","Terrible","Master's",0
31,"Other","Good","Bachelor's",0
46,"Other","Excellent","Diploma",0
25,"Other","Terrible","Diploma",1
57,"Male","Average","Master's",0
53,"Female","Excellent","PhD",0
26,"Female","Average","Master's",0
61,"Female","Terrible","High School",1
33,"Male","Poor","High School",1
36,"Male","Terrible","High School",0
51,"Other","Good","Bachelor's",0
53,"Male","Average","Bachelor's",1
64,"Other","Terrible","Master's",0
47,"Male","Poor","Master's",1
35,"Other","Average","Master's",0
27,"Female","Excellent","Diploma",0
51,"Male","Average","PhD",0
28,"Male","Average","Diploma",1
67,"Male","Poor","High School",1
29,"Other","Average","High School",1
42,"Other","Poor","Bachelor's",0
21,"Female","Average","PhD",1
62,"Female","Good","Diploma",0
21,"Male","Excellent","PhD",0
44,"Female","Terrible","Diploma",1
52,"Other","Good","Bachelor's",0
25,"Other","Average","Bachelor's",1
55,"Male","Average","Master's",1
34,"Male","Average","Bachelor's",0
57,"Female","Average","PhD",1
65,"Female","Terrible","High School",0
64,"Other","Excellent","Master's",1
45,"Other","Average","Diploma",0
49,"Female","Good","Bachelor's",0
61,"Female","Average","PhD",0
33,"Other","Good","Diploma",1
60,"Male","Poor","Diploma",0
40,"Other","Excellent","Bachelor's",0
47,"Female","Poor","PhD",0
64,"Other","Good","PhD",0
60,"Male","Good","PhD",0
31,"Male","Good","Bachelor's",1
43,"Male","Average","Diploma",1
50,"Male","Average","Diploma",0
70,"Female","Poor","Bachelor's",1
53,"Male","Terrible","Master's",0
61,"Male","Poor","Diploma",0
52,"Female","Poor","Bachelor's",1
63,"Male","Excellent","Bachelor's",0
53,"Male","Poor","Diploma",0
39,"Other","Terrible","Master's",1
61,"Female","Average","Master's",0
44,"Male","Terrible","Master's",0
39,"Male","Good","Diploma",1
48,"Male","Good","High School",1
28,"Other","Average","Bachelor's",0
43,"Male","Average","Master's",1
63,"Female","Good","PhD",0
20,"Other","Poor","PhD",0
67,"Female","Good","Bachelor's",0
68,"Female","Terrible","High School",0
30,"Male","Good","Master's",1
28,"Female","Excellent","Master's",0
39,"Other","Average","Master's",1
44,"Female","Terrible","Diploma",1
69,"Other","Poor","Diploma",1
29,"Other","Excellent","Diploma",0
67,"Female","Good","Master's",1
30,"Male","Good","Bachelor's",1
34,"Other","Average","PhD",1
69,"Female","Good","PhD",1
62,"Other","Excellent","PhD",1
21,"Female","Average","PhD",0
18,"Other","Excellent","Diploma",1
51,"Other","Good","Diploma",0
60,"Female","Good","Master's",1
70,"Other","Terrible","Master's",1
33,"Other","Poor","PhD",1
33,"Other","Poor","High School",0
68,"Male","Average","Bachelor's",0
65,"Female","Terrible","Diploma",0
59,"Other","Terrible","PhD",1
20,"Other","Terrible","Master's",1
30,"Female","Poor","Bachelor's",1
50,"Male","Average","High School",1
52,"Male","Good","PhD",0
59,"Male","Poor","Diploma",0
24,"Female","Good","Master's",0
60,"Male","Good","PhD",1
59,"Male","Good","Master's",0
38,"Female","Excellent","Diploma",1
66,"Other","Poor","Bachelor's",1
68,"Male","Poor","Bachelor's",0
22,"Other","Good","Master's",1
61,"Male","Poor","Bachelor's",0
42,"Other","Good","PhD",0
32,"Female","Excellent","High School",0
27,"Female","Average","Master's",1
42,"Male","Poor","Diploma",0
57,"Male","Average","High School",1
43,"Female","Poor","PhD",0
34,"Other","Average","Bachelor's",0
36,"Male","Average","PhD",1
21,"Female","Terrible","PhD",1
52,"Female","Good","Master's",0
19,"Female","Terrible","Diploma",0
38,"Female","Good","Master's",0
55,"Male","Good","Master's",1
41,"Female","Terrible","Diploma",0
66,"Other","Excellent","High School",1
52,"Male","Average","Diploma",1
20,"Male","Terrible","Master's",0
38,"Female","Poor","Master's",1
21,"Female","Average","High School",0
56,"Female","Excellent","Diploma",1
55,"Other","Average","Master's",0
61,"Female","Good","High School",1
37,"Female","Excellent","Diploma",1
36,"Male","Average","Diploma",0
48,"Other","Terrible","Diploma",0
18,"Male","Excellent","Master's",1
27,"Male","Excellent","Master's",1
59,"Male","Terrible","Bachelor's",1
39,"Other","Poor","PhD",1
30,"Male","Excellent","Bachelor's",0
23,"Female","Good","PhD",1
24,"Other","Terrible","Diploma",1
37,"Female","Excellent","Master's",1
53,"Female","Terrible","Bachelor's",1
65,"Male","Good","PhD",1
41,"Other","Excellent","High School",0
51,"Female","Excellent","Diploma",1
66,"Female","Terrible","PhD",0
66,"Female","Average","High School",0
22,"Other","Average","High School",1
26,"Male","Excellent","Bachelor's",0
59,"Male","Poor","PhD",0
36,"Female","Good","Master's",0
38,"Other","Excellent","PhD",1
42,"Male","Average","High School",0
51,"Male","Good","High School",0
54,"Female","Excellent","PhD",1
42,"Male","Good","High School",0
20,"Female","Average","High School",0
48,"Male","Good","Bachelor's",1
39,"Female","Terrible","Master's",0
33,"Other","Good","Bachelor's",0
30,"Male","Poor","High School",1
64,"Male","Good","Bachelor's",1
23,"Male","Poor","Master's",0
44,"Other","Poor","PhD",0
49,"Female","Average","Diploma",1
42,"Other","Good","Diploma",1
67,"Male","Good","PhD",1
68,"Female","Excellent","Diploma",1
49,"Other","Poor","Bachelor's",0
56,"Male","Excellent","Diploma",1
64,"Female","Poor","High School",1
46,"Male","Average","PhD",1
48,"Other","Good","Master's",0
23,"Other","Terrible","PhD",1
56,"Other","Poor","High School",1
22,"Other","Excellent","PhD",1
39,"Female","Poor","High School",0
24,"Female","Poor","Diploma",1
32,"Male","Terrible","PhD",0
24,"Other","Poor","Bachelor's",0
18,"Male","Good","PhD",1
61,"Male","Terrible","Diploma",1
26,"Male","Terrible","Diploma",1
41,"Female","Average","Diploma",0
40,"Male","Poor","High School",0
33,"Male","Excellent","PhD",1
70,"Other","Poor","High School",1
47,"Female","Average","Diploma",1
26,"Other","Excellent","PhD",0
34,"Other","Terrible","PhD",1
47,"Female","Poor","Master's",1
20,"Male","Good","Diploma",0
30,"Female","Excellent","High School",1
27,"Female","Excellent","PhD",1
32,"Female","Terrible","High School",1
40,"Female","Terrible","Master's",0
27,"Female","Excellent","High School",1
69,"Other","Poor","PhD",1
58,"Other","Terrible","Diploma",0
38,"Male","Poor","Diploma",1
22,"Female","Poor","Bachelor's",0
60,"Other","Terrible","Diploma",1
29,"Other","Terrible","Bachelor's",0
49,"Other","Good","Bachelor's",1
53,"Male","Poor","PhD",0
41,"Male","Average","Diploma",1
36,"Female","Terrible","Diploma",0
67,"Female","Poor","Bachelor's",0
29,"Male","Excellent","High School",1
34,"Male","Good","High School",0
63,"Other","Good","Master's",0
50,"Female","Poor","Master's",1
22,"Other","Poor","Diploma",1
32,"Male","Average","High School",1
59,"Male","Good","Diploma",1
49,"Female","Good","Master's",1
39,"Other","Average","PhD",0
63,"Female","Poor","Master's",1
54,"Female","Good","Diploma",1
61,"Male","Average","Diploma",0
37,"Other","Average","Diploma",1
45,"Other","Terrible","Bachelor's",0
24,"Male","Average","Diploma",0
31,"Male","Excellent","PhD",1
22,"Male","Poor","Diploma",1
67,"Other","Poor","High School",1
61,"Male","Poor","Bachelor's",0
28,"Female","Poor","Bachelor's",0
47,"Female","Terrible","High School",1
50,"Other","Excellent","Master's",0
21,"Female","Good","Bachelor's",1
41,"Female","Average","Master's",0
53,"Other","Poor","Master's",1
27,"Male","Poor","PhD",1
36,"Male","Excellent","Diploma",0
37,"Female","Good","Bachelor's",1
22,"Male","Poor","PhD",1
61,"Female","Terrible","High School",0
34,"Male","Average","High School",1
61,"Other","Poor","Bachelor's",0
43,"Male","Average","PhD",0
40,"Female","Terrible","PhD",0
56,"Male","Poor","High School",1
23,"Other","Excellent","Bachelor's",0
35,"Other","Excellent","Diploma",1
47,"Male","Terrible","High School",1
39,"Male","Terrible","PhD",1
24,"Other","Terrible","High School",1
65,"Male","Terrible","Diploma",1
64,"Male","Poor","Master's",1
36,"Female","Terrible","Master's",0
66,"Other","Good","Bachelor's",1
18,"Female","Terrible","Master's",1
35,"Other","Excellent","Bachelor's",0
24,"Other","Terrible","PhD",0
34,"Male","Average","Master's",1
64,"Male","Excellent","Bachelor's",1
35,"Male","Average","PhD",0
60,"Male","Poor","Master's",0
28,"Male","Excellent","PhD",0
48,"Other","Average","Master's",0
28,"Male","Average","PhD",0
58,"Female","Good","High School",1
34,"Other","Good","High School",0
24,"Female","Terrible","Bachelor's",0
29,"Other","Poor","Bachelor's",1
40,"Female","Terrible","PhD",1
54,"Female","Terrible","High School",1
56,"Male","Excellent","Bachelor's",1
22,"Other","Terrible","Bachelor's",1
70,"Male","Excellent","Bachelor's",0
39,"Other","Average","Diploma",0
30,"Other","Good","Master's",0
37,"Female","Poor","High School",0
39,"Other","Terrible","PhD",0
49,"Other","Excellent","PhD",1
27,"Other","Good","PhD",0
24,"Male","Excellent","Diploma",1
62,"Other","Average","Bachelor's",0
49,"Other","Terrible","Diploma",1
44,"Other","Poor","PhD",0
64,"Other","Poor","PhD",1
51,"Male","Poor","PhD",0
25,"Female","Average","Bachelor's",1
65,"Other","Excellent","Diploma",1
42,"Other","Good","PhD",0
69,"Female","Excellent","PhD",1
55,"Male","Excellent","Diploma",0
68,"Other","Poor","Bachelor's",1
30,"Male","Poor","Diploma",1
68,"Other","Terrible","PhD",1
65,"Other","Terrible","PhD",0
35,"Male","Terrible","PhD",0
67,"Male","Excellent","PhD",0
64,"Other","Good","Diploma",0
58,"Other","Average","High School",0
44,"Other","Good","Bachelor's",0
54,"Other","Average","Bachelor's",1
59,"Female","Average","Diploma",0
33,"Male","Average","PhD",0
65,"Female","Good","PhD",1
24,"Male","Poor","PhD",1
32,"Male","Excellent","PhD",1
35,"Male","Terrible","Diploma",0
66,"Female","Good","Diploma",0
50,"Male","Good","Bachelor's",0
48,"Female","Excellent","Master's",0
69,"Other","Good","Bachelor's",1
51,"Other","Excellent","Master's",1
67,"Female","Poor","PhD",0
51,"Other","Good","PhD",0
22,"Female","Excellent","High School",0
42,"Female","Terrible","Diploma",0
48,"Male","Good","Bachelor's",1
24,"Female","Poor","High School",1
20,"Male","Terrible","Diploma",1
32,"Female","Poor","Master's",0
23,"Other","Terrible","High School",1
30,"Male","Terrible","Master's",1
21,"Female","Good","PhD",1
61,"Male","Good","Diploma",1
24,"Other","Excellent","Master's",0
58,"Other","Terrible","Diploma",0
20,"Male","Excellent","High School",0
60,"Female","Poor","Bachelor's",1
29,"Male","Good","PhD",1
41,"Female","Poor","Master's",1
20,"Male","Excellent","High School",1
34,"Other","Terrible","Master's",1
50,"Female","Poor","Diploma",1
61,"Other","Poor","Master's",0
38,"Other","Excellent","PhD",1
56,"Other","Terrible","PhD",1
58,"Other","Excellent","Diploma",1
34,"Male","Good","PhD",0
26,"Female","Terrible","High School",1
56,"Female","Excellent","PhD",1
20,"Female","Poor","Diploma",0
35,"Other","Average","High School",1
33,"Male","Poor","Diploma",0
40,"Other","Poor","Bachelor's",0
55,"Male","Good","PhD",0
70,"Other","Average","High School",0
59,"Female","Poor","PhD",0
53,"Female","Excellent","Bachelor's",0
23,"Female","Good","High School",1
45,"Female","Good","High School",1
22,"Male","Excellent","Master's",1
59,"Other","Excellent","Master's",0
56,"Other","Average","Bachelor's",0
51,"Male","Good","High School",0
43,"Female","Good","Bachelor's",1
50,"Female","Poor","PhD",0
38,"Other","Excellent","PhD",1
21,"Other","Excellent","Master's",1
25,"Female","Excellent","PhD",1
40,"Male","Average","Master's",1
43,"Female","Excellent","High School",1
35,"Male","Good","Master's",0
37,"Male","Excellent","Diploma",1
59,"Other","Average","High School",0
42,"Female","Excellent","High School",0
62,"Other","Good","High School",1
35,"Other","Excellent","High School",1
23,"Other","Excellent","Master's",1
28,"Male","Average","Diploma",0
38,"Male","Average","Master's",0
32,"Male","Average","Master's",0
24,"Other","Terrible","High School",0
67,"Other","Terrible","Diploma",0
35,"Male","Average","Diploma",0
32,"Male","Poor","PhD",1
65,"Female","Poor","Bachelor's",1
70,"Male","Average","Diploma",1
23,"Female","Terrible","High School",0
48,"Female","Good","PhD",1
63,"Male","Average","Master's",1
53,"Other","Terrible","High School",1
46,"Female","Good","Diploma",0
31,"Female","Good","Bachelor's",0
57,"Other","Good","PhD",0
18,"Female","Poor","PhD",1
26,"Female","Terrible","Bachelor's",0
31,"Other","Poor","Bachelor's",1
25,"Other","Average","PhD",1
21,"Other","Excellent","PhD",1
64,"Female","Poor","Bachelor's",1
54,"Male","Average","Bachelor's",0
30,"Male","Good","Diploma",0
21,"Other","Excellent","PhD",0
44,"Male","Poor","PhD",1
24,"Female","Terrible","Master's",0
20,"Female","Average","Diploma",0
48,"Female","Poor","High School",0
21,"Female","Excellent","Master's",0
50,"Male","Poor","Master's",0
39,"Other","Terrible","High School",0
41,"Female","Excellent","PhD",0
38,"Male","Excellent","Bachelor's",1
44,"Other","Poor","High School",0
24,"Male","Average","Diploma",1
63,"Female","Excellent","PhD",1
50,"Male","Excellent","PhD",0
28,"Other","Excellent","Master's",0
39,"Male","Good","PhD",1
59,"Female","Good","Master's",0
53,"Female","Excellent","Diploma",0
59,"Female","Poor","Master's",0
29,"Male","Good","Master's",1
25,"Male","Poor","PhD",0
54,"Female","Average","PhD",1
28,"Male","Average","Bachelor's",0
42,"Other","Excellent","High School",1
51,"Male","Good","High School",1
37,"Female","Excellent","PhD",0
31,"Male","Good","PhD",1
64,"Female","Good","Diploma",0
48,"Male","Poor","PhD",0
36,"Female","Poor","Bachelor's",1
39,"Female","Good","High School",0
55,"Other","Excellent","Bachelor's",1
64,"Female","Average","Master's",0
21,"Male","Average","Diploma",0
69,"Female","Good","Bachelor's",0
59,"Female","Good","Diploma",1
54,"Female","Good","High School",1
70,"Male","Excellent","PhD",1
63,"Other","Poor","PhD",0
40,"Male","Good","Diploma",1
34,"Other","Average","Diploma",1
66,"Male","Excellent","Diploma",0
21,"Other","Average","Bachelor's",0
42,"Male","Average","Master's",0
66,"Female","Good","Diploma",0
39,"Male","Average","PhD",1
70,"Male","Average","PhD",1
24,"Male","Terrible","High School",1
39,"Female","Poor","PhD",1
69,"Male","Poor","Diploma",0
46,"Male","Terrible","Master's",0
35,"Female","Excellent","Diploma",1
47,"Other","Poor","Bachelor's",1
27,"Male","Poor","Master's",1
22,"Female","Terrible","Diploma",0
20,"Female","Excellent","Diploma",0
28,"Male","Average","Diploma",0
69,"Other","Average","Master's",0
31,"Female","Terrible","Master's",0
25,"Other","Poor","PhD",1
56,"Other","Average","High School",1
63,"Male","Average","PhD",0
32,"Male","Average","Diploma",0
67,"Female","Average","High School",0
24,"Female","Average","Master's",1
31,"Male","Excellent","Master's",0
57,"Male","Excellent","Master's",1
30,"Female","Good","PhD",1
42,"Other","Excellent","High School",1
31,"Female","Poor","Diploma",0
38,"Male","Terrible","High School",0
35,"Other","Poor","Master's",1
20,"Other","Poor","Bachelor's",0
65,"Male","Excellent","Master's",1
60,"Other","Poor","High School",1
54,"Male","Excellent","Master's",1
39,"Other","Average","Diploma",1
54,"Female","Poor","High School",0
65,"Male","Average","High School",0
40,"Female","Good","Bachelor's",0
21,"Female","Good","Master's",0
27,"Other","Excellent","Bachelor's",1
29,"Male","Terrible","PhD",1
46,"Female","Good","Diploma",1
51,"Female","Poor","Bachelor's",1
52,"Female","Terrible","PhD",0
32,"Female","Excellent","Diploma",1
30,"Male","Terrible","High School",0
43,"Female","Poor","Diploma",1
61,"Other","Excellent","Bachelor's",0
45,"Male","Average","Bachelor's",1
49,"Female","Terrible","Diploma",0
66,"Male","Excellent","High School",1
23,"Other","Average","Bachelor's",1
65,"Female","Excellent","High School",1
68,"Other","Average","Diploma",1
25,"Female","Poor","High School",0
68,"Other","Average","Bachelor's",1
55,"Other","Excellent","Diploma",1
60,"Female","Terrible","Master's",0
56,"Male","Excellent","Bachelor's",1
35,"Female","Poor","Bachelor's",0
46,"Female","Poor","Bachelor's",1
62,"Male","Terrible","PhD",1
29,"Female","Good","High School",1
34,"Other","Average","Bachelor's",0
50,"Female","Good","Diploma",1
51,"Male","Terrible","Master's",1
37,"Male","Poor","High School",1
63,"Male","Average","PhD",1
57,"Male","Terrible","Diploma",0
64,"Male","Average","Diploma",0
70,"Male","Terrible","Bachelor's",1
31,"Female","Average","Bachelor's",0
25,"Male","Average","Diploma",0
25,"Female","Excellent","High School",0
68,"Other","Good","Diploma",0
60,"Female","Terrible","Diploma",0
39,"Male","Average","Bachelor's",0
37,"Other","Terrible","Diploma",0
33,"Male","Poor","Master's",1
57,"Female","Poor","Diploma",1
46,"Male","Good","Bachelor's",0
64,"Other","Terrible","Diploma",0
53,"Other","Excellent","Diploma",1
56,"Other","Terrible","High School",1
63,"Other","Terrible","Master's",1
30,"Female","Average","Bachelor's",0
27,"Male","Average","Master's",0
35,"Female","Excellent","Bachelor's",1
31,"Other","Terrible","Bachelor's",0
56,"Male","Excellent","Master's",0
70,"Female","Good","Diploma",0
21,"Female","Average","Diploma",1
45,"Female","Average","Diploma",1
68,"Male","Terrible","Master's",0
20,"Other","Good","Diploma",0
21,"Female","Excellent","PhD",1
26,"Female","Average","Bachelor's",0
26,"Male","Average","Master's",0
18,"Male","Poor","Master's",1
28,"Female","Average","Bachelor's",0
39,"Other","Poor","Master's",1
19,"Male","Terrible","Bachelor's",1
32,"Female","Poor","High School",1
29,"Male","Poor","High School",0
43,"Other","Average","High School",0
56,"Female","Good","Diploma",0
26,"Female","Poor","Master's",1
40,"Male","Excellent","Bachelor's",0
30,"Male","Average","Diploma",0
55,"Other","Poor","High School",1
63,"Other","Good","High School",0
23,"Male","Excellent","High School",1
45,"Other","Average","PhD",1
67,"Other","Excellent","Bachelor's",0
46,"Other","Excellent","Master's",1
30,"Other","Terrible","Diploma",1
70,"Female","Good","PhD",0
20,"Male","Good","Bachelor's",1
55,"Male","Good","Bachelor's",0
61,"Female","Excellent","PhD",1
24,"Other","Poor","Diploma",1
27,"Other","Poor","Master's",0
68,"Male","Poor","Master's",1
37,"Other","Average","PhD",0
41,"Other","Excellent","Diploma",0
38,"Female","Average","Master's",0
60,"Female","Average","Master's",1
20,"Male","Average","Bachelor's",1
38,"Other","Average","Diploma",1
30,"Other","Excellent","PhD",0
19,"Male","Good","Diploma",0
68,"Other","Good","Diploma",0
25,"Female","Terrible","PhD",1
35,"Other","Excellent","High School",1
22,"Male","Good","Diploma",0
67,"Female","Good","Master's",1
47,"Male","Excellent","Master's",0
49,"Male","Poor","Diploma",0
36,"Female","Poor","Master's",1
27,"Female","Good","PhD",1
45,"Female","Excellent","PhD",0
29,"Male","Average","High School",1
23,"Female","Good","Master's",1
32,"Male","Terrible","Diploma",1
38,"Female","Good","Diploma",1
32,"Male","Good","Diploma",1
65,"Male","Excellent","Master's",1
58,"Female","Average","Master's",0
65,"Female","Excellent","Diploma",1
24,"Other","Average","Bachelor's",0
60,"Male","Average","High School",0
53,"Other","Excellent","Master's",0
49,"Other","Terrible","PhD",0
70,"Female","Good","Master's",0
67,"Male","Excellent","Diploma",1
41,"Male","Excellent","PhD",0
33,"Female","Excellent","Bachelor's",1
22,"Other","Good","Master's",1
70,"Female","Terrible","Bachelor's",1
23,"Other","Excellent","Master's",1
22,"Male","Average","PhD",1
54,"Other","Terrible","Master's",1
55,"Female","Excellent","High School",0
53,"Female","Poor","PhD",0
27,"Male","Terrible","PhD",1
22,"Female","Good","Master's",0
44,"Female","Excellent","High School",1
20,"Other","Average","High School",1
50,"Other","Average","Diploma",1
41,"Other","Average","PhD",0
35,"Female","Excellent","PhD",0
46,"Male","Terrible","High School",1
43,"Male","Average","PhD",0
66,"Female","Good","Master's",0
35,"Female","Terrible","Master's",0
64,"Other","Terrible","PhD",1
68,"Female","Terrible","PhD",0
23,"Female","Average","High School",0
38,"Other","Average","Master's",0
52,"Male","Average","Master's",0
25,"Female","Good","High School",1
52,"Other","Good","Bachelor's",0
49,"Other","Excellent","PhD",0
18,"Female","Average","Diploma",1
58,"Male","Poor","Diploma",1
66,"Female","Terrible","PhD",0
66,"Other","Good","PhD",0
22,"Female","Good","Bachelor's",0
59,"Female","Poor","PhD",0
48,"Male","Poor","High School",1
67,"Female","Terrible","High School",0
23,"Male","Terrible","Bachelor's",0
67,"Female","Excellent","Master's",1
29,"Male","Poor","Bachelor's",0
64,"Female","Average","High School",1
22,"Female","Terrible","High School",0
65,"Female","Poor","Bachelor's",1
61,"Male","Terrible","Diploma",1
43,"Other","Terrible","High School",1
30,"Male","Good","PhD",0
42,"Other","Average","High School",0
66,"Female","Average","PhD",0
62,"Male","Average","Master's",1
69,"Female","Excellent","Master's",1
29,"Female","Good","High School",0
21,"Female","Good","Bachelor's",0
53,"Other","Average","Master's",1
53,"Other","Poor","Diploma",1
55,"Male","Poor","Master's",1
36,"Male","Poor","Master's",0
65,"Other","Excellent","PhD",1
59,"Male","Good","Diploma",1
56,"Other","Excellent","PhD",0
53,"Other","Good","PhD",0
32,"Other","Poor","Bachelor's",1
58,"Female","Good","Master's",0
19,"Other","Terrible","High School",1
43,"Female","Average","Master's",0
55,"Other","Poor","Bachelor's",1
56,"Male","Poor","Diploma",1
55,"Other","Terrible","High School",0
66,"Female","Average","Bachelor's",1
35,"Male","Poor","Master's",1
45,"Male","Average","PhD",0
36,"Male","Average","Bachelor's",0
65,"Male","Average","Diploma",0
69,"Male","Good","PhD",1
31,"Other","Good","High School",1
40,"Male","Average","Diploma",1
41,"Female","Excellent","Diploma",1
28,"Male","Average","PhD",1
27,"Male","Average","Master's",1
26,"Female","Average","Diploma",1
35,"Other","Excellent","Bachelor's",1
47,"Other","Poor","Bachelor's",0
61,"Female","Average","Diploma",0
47,"Female","Good","Diploma",1
44,"Female","Excellent","PhD",0
31,"Male","Good","PhD",0
25,"Other","Good","Master's",1
63,"Other","Poor","Diploma",0
35,"Female","Good","Diploma",0
48,"Female","Good","PhD",1
34,"Female","Poor","High School",0
33,"Male","Terrible","PhD",1
59,"Female","Poor","Master's",1
24,"Female","Average","High School",1
39,"Other","Good","High School",1
41,"Other","Good","PhD",0
20,"Female","Terrible","PhD",1
66,"Other","Good","High School",1
46,"Male","Excellent","Bachelor's",1
28,"Female","Excellent","Master's",1
45,"Other","Excellent","Diploma",1
22,"Female","Excellent","Master's",1
67,"Female","Good","Diploma",0
49,"Female","Good","Bachelor's",1
66,"Male","Poor","PhD",1
58,"Female","Average","Master's",0
50,"Male","Terrible","High School",0
49,"Female","Poor","PhD",1
36,"Female","Good","Diploma",0
29,"Female","Average","Bachelor's",0
20,"Male","Poor","PhD",0
18,"Other","Poor","PhD",1
70,"Male","Terrible","High School",1
50,"Female","Excellent","Diploma",1
64,"Other","Average","PhD",1
51,"Male","Excellent","Bachelor's",1
22,"Other","Poor","Bachelor's",1
44,"Female","Good","High School",0
66,"Male","Poor","High School",1
24,"Other","Average","PhD",0
61,"Female","Poor","High School",1
70,"Male","Poor","Bachelor's",0
23,"Female","Average","Bachelor's",0
23,"Female","Excellent","Bachelor's",0
58,"Other","Terrible","Bachelor's",0
34,"Female","Terrible","High School",1
49,"Male","Excellent","Bachelor's",1
33,"Female","Poor","Master's",0
28,"Other","Poor","Master's",1
37,"Male","Poor","Diploma",1
59,"Other","Good","Master's",0
33,"Other","Terrible","High School",1
35,"Other","Good","High School",1
48,"Male","Good","Master's",0
70,"Male","Average","Diploma",0
64,"Other","Terrible","PhD",1
66,"Male","Poor","Bachelor's",1
65,"Other","Poor","Diploma",0
48,"Other","Excellent","Bachelor's",0
32,"Female","Average","Master's",1
68,"Male","Terrible","High School",0
47,"Male","Poor","Diploma",0
36,"Other","Poor","High School",1
44,"Other","Poor","Diploma",1
30,"Male","Excellent","High School",0
54,"Other","Terrible","PhD",0
19,"Other","Excellent","Master's",1
41,"Other","Good","High School",1
55,"Female","Terrible","High School",0
29,"Male","Terrible","High School",0
34,"Female","Poor","Master's",1
53,"Other","Good","High School",0
65,"Male","Poor","High School",0
67,"Male","Terrible","High School",1
26,"Female","Good","High School",1
69,"Female","Average","PhD",0
48,"Male","Average","High School",1
63,"Female","Terrible","Master's",0
38,"Male","Good","Diploma",1
32,"Other","Poor","Diploma",1
29,"Male","Average","Master's",0
25,"Female","Poor","Bachelor's",0
29,"Female","Good","Master's",0
55,"Female","Terrible","Master's",0
29,"Male","Poor","Master's",0
26,"Female","Poor","Master's",1
47,"Female","Average","Diploma",0
42,"Other","Excellent","High School",0
58,"Other","Excellent","PhD",1
53,"Female","Terrible","Diploma",1
68,"Female","Poor","High School",1
35,"Other","Excellent","Master's",1
49,"Female","Good","High School",1
44,"Other","Average","Bachelor's",1
